experiment,condition,model,seed,base_test_mse,best_test_mse,best_alpha,improvement_pct,test_mse_a0.0,test_mse_a0.3,test_mse_a0.5,test_mse_a0.7,test_mse_a1.0
B,sigma=0.1,KNN(k5),59,0.5365127346630415,0.5365127346630415,1.0,0.0,0.5590969414016358,0.5508594970000378,0.5460641447227913,0.5418258143046001,0.5365127346630415
B,sigma=0.1,KNN(k5),60,0.7278235552536803,0.7278235552536803,1.0,0.0,0.7617469521631403,0.7483431499188382,0.7409438451709529,0.7347737911550541,0.7278235552536803
B,sigma=0.1,KNN(k5),61,0.6489025936713881,0.6489025936713881,1.0,0.0,0.6636244200038176,0.6578741443279525,0.6546757356755358,0.6519854137949807,0.6489025936713881
B,sigma=0.1,KNN(k10),42,0.9437025580027726,0.9127846029691334,0.0,3.276239401011384,0.9127846029691334,0.9206018323518135,0.9265076791437961,0.932969014365269,0.9437025580027726
B,sigma=0.1,KNN(k10),43,0.8264874899253789,0.8264874899253789,1.0,0.0,0.8424607737422771,0.8363651101014195,0.832922133624556,0.8299757965746597,0.8264874899253789
B,sigma=0.1,KNN(k10),44,1.0337651074366332,1.0337651074366332,1.0,0.0,1.1151095643381097,1.0881860984871987,1.0714371825772904,1.0556483157266079,1.0337651074366332
B,sigma=0.1,KNN(k10),45,1.0543266321086981,1.0543266321086981,1.0,0.0,1.08802420485431,1.0763792499807976,1.0693472243745648,1.0629002208825526,1.0543266321086981
B,sigma=0.1,KNN(k10),46,1.07551383421114,1.07551383421114,1.0,0.0,1.0792028027760734,1.0752280461274917,1.0739439541137235,1.0737524587015181,1.07551383421114
B,sigma=0.1,KNN(k10),47,0.5781407938328552,0.5781407938328552,1.0,0.0,0.6120478075815678,0.6004953070422581,0.5934509716420971,0.586932501542773,0.5781407938328552
B,sigma=0.1,KNN(k10),48,1.1589083239143954,1.149965550697701,0.0,0.7716549300887606,1.149965550697701,1.150107388470246,1.151411944219782,1.1536844977569236,1.1589083239143954
B,sigma=0.1,KNN(k10),49,1.17400151040839,1.17400151040839,1.0,0.0,1.315725898412671,1.2674001322276107,1.2379488832393684,1.210710377025898,1.17400151040839
B,sigma=0.1,KNN(k10),50,1.1845780432173902,1.1845780432173902,1.0,0.0,1.2049087458209824,1.1976106157124682,1.193316109605571,1.1894783346710311,1.1845780432173902
B,sigma=0.1,KNN(k10),51,1.08228285764915,1.08228285764915,1.0,0.0,1.0952399701914788,1.0894230685267725,1.086464071179829,1.0842402235098407,1.08228285764915
B,sigma=0.1,KNN(k10),52,0.9902579907516026,0.9902579907516026,1.0,0.0,1.04805159931831,1.0289581243839334,1.017065042220237,1.0058406809572507,0.9902579907516026
B,sigma=0.1,KNN(k10),53,0.9584788376302347,0.9584788376302347,1.0,0.0,0.9466450199699308,0.948530304776649,0.9505799520246385,0.9532638318407703,0.9584788376302347
B,sigma=0.1,KNN(k10),54,1.0233989514813133,1.022152883371852,0.7,0.12175780595218003,1.0221839446611847,1.0216668806438007,1.0217419646624124,1.022152883371852,1.0233989514813133
B,sigma=0.1,KNN(k10),55,1.141232405707341,1.141232405707341,1.0,0.0,1.156853250657368,1.1515188156531584,1.1482711835166384,1.1452704776731475,1.141232405707341
B,sigma=0.1,KNN(k10),56,0.7437580614732393,0.7437580614732393,1.0,0.0,0.8171599774104267,0.7915264382452049,0.7761578713655642,0.7621656718703298,0.7437580614732393
B,sigma=0.1,KNN(k10),57,0.7007223459560868,0.7007223459560868,1.0,0.0,0.7137603268276164,0.7078553862935538,0.704868067019704,0.7026401939449416,0.7007223459560868
B,sigma=0.1,KNN(k10),58,1.41083100440677,1.385757214354899,0.0,1.7772355422833956,1.385757214354899,1.3915273780726274,1.396208426883414,1.4015568940933758,1.41083100440677
B,sigma=0.1,KNN(k10),59,0.6779483433939434,0.6779483433939434,1.0,0.0,0.7031209377378989,0.6945411260915394,0.689310791347858,0.684472088353957,0.6779483433939434
B,sigma=0.1,KNN(k10),60,0.8263465792715066,0.8263465792715066,1.0,0.0,0.8449209235176163,0.8372047610289812,0.8330815380436063,0.8297750233305372,0.8263465792715066
B,sigma=0.1,KNN(k10),61,0.7393489422274669,0.7393489422274669,1.0,0.0,0.7563106137854954,0.7503035173828985,0.7467362126074474,0.7435188487596869,0.7393489422274669
B,sigma=0.1,SVR(rbf),42,2.341978354629863,2.341978354629863,1.0,0.0,2.3466293675584438,2.336894356374574,2.337101325341251,2.339687063075663,2.341978354629863
B,sigma=0.1,SVR(rbf),43,2.253555511975448,2.2445129680070726,0.7,0.40125676604472055,2.2702658827607465,2.253926602190304,2.244656363383348,2.2445129680070726,2.253555511975448
B,sigma=0.1,SVR(rbf),44,1.975205925258407,1.975205925258407,1.0,0.0,2.0155101394893227,2.0059914593726282,1.9985979353054444,1.9874047499389613,1.975205925258407
B,sigma=0.1,SVR(rbf),45,1.9555367413667668,1.9555367413667668,1.0,0.0,1.9750482855742901,1.9635431448951746,1.953558169599882,1.9546879904852852,1.9555367413667668
B,sigma=0.1,SVR(rbf),46,2.656746820833361,2.6652316708581374,0.7,-0.31936991354392585,2.6871046060735955,2.6731433501552817,2.6709414775994618,2.6652316708581374,2.656746820833361
B,sigma=0.1,SVR(rbf),47,2.0100572889069017,2.0100572889069017,1.0,0.0,2.0299718929404977,2.021043850397053,2.015926289896845,2.0090971808462106,2.0100572889069017
B,sigma=0.1,SVR(rbf),48,2.4904556941405516,2.4857442567694137,0.5,0.1891797305297489,2.4884566455461217,2.4849418567478687,2.4857442567694137,2.4883435167666086,2.4904556941405516
B,sigma=0.1,SVR(rbf),49,2.4267197531564677,2.4267197531564677,1.0,0.0,2.5255087782354457,2.4783638959398084,2.4618612280895684,2.448217788162297,2.4267197531564677
B,sigma=0.1,SVR(rbf),50,2.6014257511411025,2.6014257511411025,1.0,0.0,2.61924981355808,2.611675403288776,2.6097800326305576,2.6050123370524556,2.6014257511411025
B,sigma=0.1,SVR(rbf),51,2.4286194516947783,2.436314713908933,0.7,-0.3168574726182321,2.4604648393773205,2.4501687447117537,2.440482374159428,2.436314713908933,2.4286194516947783
B,sigma=0.1,SVR(rbf),52,2.277903436433917,2.277903436433917,1.0,0.0,2.325947740198251,2.3048990772428306,2.299383392883123,2.2879077837657853,2.277903436433917
B,sigma=0.1,SVR(rbf),53,2.175861341730459,2.1715886390761936,0.7,0.19636833341904023,2.201148744667248,2.1919009365032798,2.1815945189744803,2.1715886390761936,2.175861341730459
B,sigma=0.1,SVR(rbf),54,2.3336468392910255,2.3275600578763243,0.3,0.26082701599143426,2.328910943996848,2.3275600578763243,2.3314560300615277,2.333973389997204,2.3336468392910255
B,sigma=0.1,SVR(rbf),55,1.9941026417578245,1.9968484264429662,0.7,-0.13769525337578958,2.0173640792779626,2.0136985046095193,2.004557668292341,1.9968484264429662,1.9941026417578245
B,sigma=0.1,SVR(rbf),56,2.10926415804342,2.10926415804342,1.0,0.0,2.100245285448645,2.0961698216747675,2.1012505965105612,2.0998669439290856,2.10926415804342
B,sigma=0.1,SVR(rbf),57,1.6998062642669916,1.6998062642669916,1.0,0.0,1.7020304189501696,1.6990291017022172,1.6963013358124408,1.6963463922727424,1.6998062642669916
B,sigma=0.1,SVR(rbf),58,2.781327393554991,2.7383348157550693,0.0,1.5457575364750593,2.7383348157550693,2.742737793917446,2.7563894733765224,2.7692451119909314,2.781327393554991
B,sigma=0.1,SVR(rbf),59,1.9935079513865348,1.993946641984983,0.7,-0.022005961809333313,1.995580368261094,1.993577726481703,1.9971895311822496,1.993946641984983,1.9935079513865348
B,sigma=0.1,SVR(rbf),60,1.8005505591041846,1.8005505591041846,1.0,0.0,1.7826496226052109,1.7903382350886141,1.7979221337458349,1.7987504630416447,1.8005505591041846
B,sigma=0.1,SVR(rbf),61,1.8507126714025446,1.8507126714025446,1.0,0.0,1.8663290677139854,1.8644159927727029,1.8602006732419614,1.8531609837472658,1.8507126714025446
B,sigma=0.1,MLP(4),42,5.12377462654882,5.145214329997182,0.3,-0.418435723875754,6.799331563176342,5.145214329997182,5.113255828164082,7.693586652092977,5.12377462654882
B,sigma=0.1,MLP(4),43,4.7287138018364345,4.782401994900483,0.5,-1.135365668423372,6.303131225128194,4.695575733296453,4.782401994900483,4.837863532744452,4.7287138018364345
B,sigma=0.1,MLP(4),44,5.252462483394686,5.224618031220657,0.7,0.5301218668778171,11.437696377187624,6.390755376465615,6.733598302447472,5.224618031220657,5.252462483394686
B,sigma=0.1,MLP(4),45,4.986245731615652,4.912492849176053,0.7,1.4791265093888786,4.91433985749437,7.141707332777272,4.948668756197623,4.912492849176053,4.986245731615652
B,sigma=0.1,MLP(4),46,5.035672783973318,5.035672783973318,1.0,0.0,5.028808600983295,7.192002116708975,5.39034940600101,7.39383949021887,5.035672783973318
B,sigma=0.1,MLP(4),47,4.837038002886177,3.5881870565632705,0.0,25.818505986054664,3.5881870565632705,5.534247121066237,6.208146395607808,3.598331506798434,4.837038002886177
B,sigma=0.1,MLP(4),48,5.079596129397328,4.257405548405102,0.5,16.18614078851531,5.062664140702296,8.278478882291303,4.257405548405102,5.013310117847664,5.079596129397328
B,sigma=0.1,MLP(4),49,5.15887229281369,4.697176435710332,0.5,8.94955003531491,4.877641574544621,5.05080708301014,4.697176435710332,6.836335267136646,5.15887229281369
B,sigma=0.1,MLP(4),50,6.274660274856979,4.100863083079643,0.7,34.644061934124146,8.92212468586911,8.777957716587272,5.051349178489685,4.100863083079643,6.274660274856979
B,sigma=0.1,MLP(4),51,7.925479305048087,5.2629820656017055,0.3,33.594147899049084,5.392775342139813,5.2629820656017055,9.144806829528433,5.3685330579928605,7.925479305048087
B,sigma=0.1,MLP(4),52,7.0282036942346915,5.031922766118173,0.3,28.40385701618307,5.082059177788313,5.031922766118173,7.376556645667022,7.677495753736763,7.0282036942346915
B,sigma=0.1,MLP(4),53,4.748582642703583,4.748582642703583,1.0,0.0,15.258241267935515,4.712605493195721,4.853720520265077,7.271184557694794,4.748582642703583
B,sigma=0.1,MLP(4),54,5.0926775246885425,3.5536024974941394,0.5,30.221332879083672,4.8315413792142365,7.102137187412711,3.5536024974941394,4.874574096889783,5.0926775246885425
B,sigma=0.1,MLP(4),55,4.916846496123495,4.276023314132572,0.7,13.033215140968021,5.097388239132621,4.8532813194007,4.931070489938466,4.276023314132572,4.916846496123495
B,sigma=0.1,MLP(4),56,6.461379162682762,4.785241162952125,0.7,25.94087047872154,6.339339177104843,4.899450234202455,4.871278949795576,4.785241162952125,6.461379162682762
B,sigma=0.1,MLP(4),57,5.062051647056449,4.861667920232827,0.3,3.9585476560703214,5.034469208999107,4.861667920232827,4.896312561803318,7.504099526543861,5.062051647056449
B,sigma=0.1,MLP(4),58,4.315869434732486,4.315869434732486,1.0,0.0,4.985636655557849,4.938719789372616,4.940919019355705,5.072025884408354,4.315869434732486
B,sigma=0.1,MLP(4),59,4.841219779025896,5.050210258646768,0.5,-4.31689716972368,4.985137068025298,4.817956485988347,5.050210258646768,4.787212823628744,4.841219779025896
B,sigma=0.1,MLP(4),60,4.818858503606434,4.644344975044555,0.7,3.621470280384323,4.97689682212047,6.809518382728257,6.115729657012955,4.644344975044555,4.818858503606434
B,sigma=0.1,MLP(4),61,4.038577602480236,4.038577602480236,1.0,0.0,6.14510735320422,4.7691415842063325,4.6782846635203645,5.9997175033055266,4.038577602480236
B,sigma=0.1,MLP(8),42,2.768678718272,2.530611889027582,0.0,8.598571862935444,2.530611889027582,4.749503391241912,2.9910034840279254,3.49937861690259,2.768678718272
B,sigma=0.1,MLP(8),43,2.9006593885669187,2.571248957781654,0.5,11.356398206685377,4.5231221349835735,4.672808576363447,2.571248957781654,3.4190723014892392,2.9006593885669187
B,sigma=0.1,MLP(8),44,3.0036715127061004,2.570724975643698,0.3,14.413910949681293,4.459436380930785,2.570724975643698,7.108477491990279,2.581191661193188,3.0036715127061004
B,sigma=0.1,MLP(8),45,5.005470817008636,2.8058114163427508,0.3,43.94510488786434,4.565448681838723,2.8058114163427508,3.661857678974145,4.592998541267723,5.005470817008636
B,sigma=0.1,MLP(8),46,3.2462957551668157,2.9572288063501757,0.3,8.904516735930791,4.1076471535372185,2.9572288063501757,4.033344938181846,3.8663265620673126,3.2462957551668157
B,sigma=0.1,MLP(8),47,3.133461636944447,2.434674577559877,0.7,22.300801488860188,3.559058876804468,4.737958283958288,3.711922270721842,2.434674577559877,3.133461636944447
B,sigma=0.1,MLP(8),48,4.762417744957981,3.606092358304467,0.7,24.280217498301724,3.8699415271658038,4.516906421293271,5.08301626921272,3.606092358304467,4.762417744957981
B,sigma=0.1,MLP(8),49,4.92926503765414,3.1028269671525086,0.0,37.052949203373366,3.1028269671525086,4.876694932266191,3.1264547025245686,3.1303982451009014,4.92926503765414
B,sigma=0.1,MLP(8),50,3.309016814409666,2.799557124904802,0.7,15.39610458569859,3.672389789869036,5.06492577853512,2.769646475814245,2.799557124904802,3.309016814409666
B,sigma=0.1,MLP(8),51,4.980888182282528,2.9134567830695306,0.3,41.507283913078766,3.128930840154121,2.9134567830695306,3.0797919169971357,4.9556046988751055,4.980888182282528
B,sigma=0.1,MLP(8),52,4.933585294752623,2.745870022695892,0.7,44.34331508129782,3.6175987307378348,4.690696756931626,2.73919403566663,2.745870022695892,4.933585294752623
B,sigma=0.1,MLP(8),53,4.6081117756766306,3.6161653794874566,0.3,21.526092344917604,4.578036253945137,3.6161653794874566,4.555839219194562,4.473994669231863,4.6081117756766306
B,sigma=0.1,MLP(8),54,4.73113332308733,2.90735788896332,0.7,38.548383856024884,4.535610426413545,3.0569755040456084,3.202539093693043,2.90735788896332,4.73113332308733
B,sigma=0.1,MLP(8),55,4.728701302009977,3.70033161043687,0.7,21.747402212442328,4.757812412736862,4.723463042708819,4.891093631623569,3.70033161043687,4.728701302009977
B,sigma=0.1,MLP(8),56,3.0776099694273826,2.9263021652477996,0.7,4.916406097025193,3.064877748449715,3.739465465743062,2.8733637124501503,2.9263021652477996,3.0776099694273826
B,sigma=0.1,MLP(8),57,4.696664547436979,2.887781960263306,0.3,38.51419595552762,4.252878552273456,2.887781960263306,3.418758329916677,4.687848896113321,4.696664547436979
B,sigma=0.1,MLP(8),58,4.221358018596717,3.3118469796878314,0.3,21.5454608422725,4.141390466505953,3.3118469796878314,3.879131444145397,3.8329729208364105,4.221358018596717
B,sigma=0.1,MLP(8),59,4.678388423089748,3.742731574349402,0.3,19.99955463557706,3.8239468086300485,3.742731574349402,4.606953902076402,4.650762172525427,4.678388423089748
B,sigma=0.1,MLP(8),60,3.503672945188445,2.433654337412456,0.3,30.53991124501029,4.4705114327888715,2.433654337412456,4.398612736682209,3.8313598693133866,3.503672945188445
B,sigma=0.1,MLP(8),61,4.768730164976432,2.6439565837774737,0.5,44.55638100063184,3.0137554205524943,2.6551245134098824,2.6439565837774737,4.536433625390123,4.768730164976432
B,sigma=0.1,MLP(16),42,2.0798987696585187,1.478241084989174,0.5,28.92725806882062,2.355092069604693,1.8780876456954343,1.478241084989174,2.0783821675988534,2.0798987696585187
B,sigma=0.1,MLP(16),43,4.465530936835416,1.4227346614299914,0.5,68.13963039211997,4.331111386053446,2.481138532784886,1.4227346614299914,1.7135693535602767,4.465530936835416
B,sigma=0.1,MLP(16),44,1.8234284305935724,1.93568981680994,0.5,-6.156610499915456,2.18064087072364,2.1606495256103355,1.93568981680994,2.1562028965410667,1.8234284305935724
B,sigma=0.1,MLP(16),45,2.3039077524278335,2.0181366171540644,0.7,12.403757701350086,2.2491652233558583,2.2407620286833607,2.395355957607239,2.0181366171540644,2.3039077524278335
B,sigma=0.1,MLP(16),46,2.678591299963927,2.1849355325751185,0.5,18.429678592454795,4.37546152297622,2.44498642291842,2.1849355325751185,2.4255410713569434,2.678591299963927
B,sigma=0.1,MLP(16),47,1.81487370043042,1.4821596075666097,0.7,18.332630683055413,2.2048371309143904,1.883722920345882,3.2389769385581153,1.4821596075666097,1.81487370043042
B,sigma=0.1,MLP(16),48,2.2253378091516924,2.2253378091516924,1.0,0.0,2.296011818210721,2.4637838736161286,2.5272191268095847,2.8232262107513186,2.2253378091516924
B,sigma=0.1,MLP(16),49,1.7060732968579528,1.7060732968579528,1.0,0.0,2.271273558258062,2.4766394399648535,2.1222997431717032,2.1911544248158217,1.7060732968579528
B,sigma=0.1,MLP(16),50,2.7188407335419273,1.7835029732780014,0.7,34.40207985428515,2.278587607276335,3.5880118122408615,2.392774129967991,1.7835029732780014,2.7188407335419273
B,sigma=0.1,MLP(16),51,4.902306632823399,2.189368278285733,0.5,55.34003802155468,2.2628522154200326,2.392102772210214,2.189368278285733,2.237708636920777,4.902306632823399
B,sigma=0.1,MLP(16),52,2.3521533621092385,1.9461843818073234,0.0,17.259460494441225,1.9461843818073234,2.524859656566239,2.5325398422684886,2.348531064208534,2.3521533621092385
B,sigma=0.1,MLP(16),53,1.985914759499248,1.8168773416589679,0.3,8.51181638243643,2.069321146655626,1.8168773416589679,2.152509684833477,2.543721636588424,1.985914759499248
B,sigma=0.1,MLP(16),54,2.0807296773554564,2.0292335013833958,0.3,2.4749094768288566,2.543845632967813,2.0292335013833958,2.0267270602728225,2.228942337477075,2.0807296773554564
B,sigma=0.1,MLP(16),55,2.7926283122747044,2.582982132389905,0.7,7.507127925450069,4.674106974818696,2.720365333112633,3.355975617133692,2.582982132389905,2.7926283122747044
B,sigma=0.1,MLP(16),56,2.460988359080292,1.7161817172519298,0.3,30.264533315659715,2.4430129627781576,1.7161817172519298,2.5032447723553113,2.424413251706736,2.460988359080292
B,sigma=0.1,MLP(16),57,1.4820168420480901,1.4820168420480901,1.0,0.0,1.590170460408716,1.6633657385712053,2.028594429674097,1.933331678721985,1.4820168420480901
B,sigma=0.1,MLP(16),58,2.128392150849226,1.4899164494608932,0.0,29.99802931680525,1.4899164494608932,2.661163905649084,2.2404463544624402,2.6006945291859194,2.128392150849226
B,sigma=0.1,MLP(16),59,2.3561436393388413,1.7545502341596861,0.0,25.5329681575767,1.7545502341596861,1.8945654151968896,2.7164939126257686,1.7323656956974292,2.3561436393388413
B,sigma=0.1,MLP(16),60,2.197704061977279,1.5718370374632464,0.5,28.478221219236353,4.347522086450455,1.7626213391967362,1.5718370374632464,1.925988228582886,2.197704061977279
B,sigma=0.1,MLP(16),61,2.195171236612503,1.9149316882344873,0.3,12.766181685692537,2.2878227358963805,1.9149316882344873,2.3722796248091056,2.1770313871007665,2.195171236612503
B,sigma=0.1,MLP(8x2),42,4.712715424328956,0.4701669696293244,0.0,90.02343813924917,0.4701669696293244,1.8203213963175244,0.48996244166597336,0.7434322594283385,4.712715424328956
B,sigma=0.1,MLP(8x2),43,0.6447555962482152,0.6447555962482152,1.0,0.0,1.524114290927323,4.025707003023092,1.421115888476418,1.4484640010092549,0.6447555962482152
B,sigma=0.1,MLP(8x2),44,0.5721766692824661,0.5721766692824661,1.0,0.0,1.3803891294799802,1.0434448461865427,0.8478017285546103,0.6504387211750132,0.5721766692824661
B,sigma=0.1,MLP(8x2),45,1.2965149499193276,0.32478654295807885,0.3,74.94926356396525,1.416770896822914,0.32478654295807885,1.480282735076662,2.3773197854514057,1.2965149499193276
B,sigma=0.1,MLP(8x2),46,1.1602042961431975,0.6281412156852811,0.3,45.8594302940115,1.2417523837867206,0.6281412156852811,0.7558978772421598,0.9956571815385676,1.1602042961431975
B,sigma=0.1,MLP(8x2),47,1.1860745272064281,0.41837763914382786,0.7,64.7258557917742,0.7409939663183953,0.9096560091327333,0.8798819784870363,0.41837763914382786,1.1860745272064281
B,sigma=0.1,MLP(8x2),48,1.3531602837883996,0.9431365277519171,0.3,30.301196462000203,1.0242578939661953,0.9431365277519171,1.3908144949296988,1.7309873841022758,1.3531602837883996
B,sigma=0.1,MLP(8x2),49,0.6740839172557651,0.6740839172557651,1.0,0.0,1.4494720944442334,1.2718611757305816,1.9347487912420676,1.061599803408481,0.6740839172557651
B,sigma=0.1,MLP(8x2),50,1.4528113319233718,0.6145104893212769,0.3,57.701975761179625,0.9279302064394341,0.6145104893212769,1.0730793494385233,0.8856847018091123,1.4528113319233718
B,sigma=0.1,MLP(8x2),51,1.4363216902362914,0.8557613920686427,0.7,40.41993531909554,1.5884369510787568,1.6425914054533448,4.90922774865203,0.8557613920686427,1.4363216902362914
B,sigma=0.1,MLP(8x2),52,0.9235249279166918,0.5446542196820078,0.5,41.02441599376739,2.117151439017319,1.1193967041276174,0.5446542196820078,1.437045131855427,0.9235249279166918
B,sigma=0.1,MLP(8x2),53,1.5071994496675107,1.2470896214868314,0.5,17.25782398859419,4.623405391045074,1.6380031916838689,1.2470896214868314,4.345767487569066,1.5071994496675107
B,sigma=0.1,MLP(8x2),54,1.106240481132768,0.7349299962636398,0.0,33.565078407627404,0.7349299962636398,1.5412126803926836,1.3739260337097667,1.0461787392512854,1.106240481132768
B,sigma=0.1,MLP(8x2),55,1.6643384171201885,0.5835792747580237,0.3,64.93626123419098,1.3624353324269671,0.5835792747580237,1.007779144326067,2.2064644618787788,1.6643384171201885
B,sigma=0.1,MLP(8x2),56,1.273340666683842,1.0813956530318645,0.0,15.07412891727235,1.0813956530318645,1.94146603317989,3.317054707206986,1.7647273343289642,1.273340666683842
B,sigma=0.1,MLP(8x2),57,1.093356933838285,0.31351519859704835,0.7,71.32544836054248,1.6793242663150796,1.3991524518622063,0.8948787763165392,0.31351519859704835,1.093356933838285
B,sigma=0.1,MLP(8x2),58,0.4701342409430731,0.4701342409430731,1.0,0.0,1.554710621204544,1.6230194707580134,1.4758694520805207,0.6221360221023738,0.4701342409430731
B,sigma=0.1,MLP(8x2),59,0.7813228508137391,0.46896704044705245,0.7,39.97781583392467,2.0270765237001958,1.1341597916857171,0.9168351366059535,0.46896704044705245,0.7813228508137391
B,sigma=0.1,MLP(8x2),60,4.4295245151251965,0.4298193626296336,0.3,90.29648981144683,1.1931408009060946,0.4298193626296336,0.5299836342593734,1.461172563379089,4.4295245151251965
B,sigma=0.1,MLP(8x2),61,1.561531988219442,0.5510930564938166,0.5,64.70818013006523,1.358133923796261,1.3162492363385727,0.5510930564938166,1.130387778287826,1.561531988219442
B,sigma=0.1,MLP(16x2),42,0.4189575660525005,0.2762475647347972,0.5,34.06311590511292,0.4297198044906405,0.3996665268011489,0.2762475647347972,0.43133226786100726,0.4189575660525005
B,sigma=0.1,MLP(16x2),43,0.18942990247774305,0.18942990247774305,1.0,0.0,0.17602611045089886,0.2575904861247787,0.28360093930298247,0.2855355176737995,0.18942990247774305
B,sigma=0.1,MLP(16x2),44,0.2713690774636124,0.27237794457979503,0.7,-0.37176937240313296,0.3676034376008665,0.23926792338162842,0.26538699288297973,0.27237794457979503,0.2713690774636124
B,sigma=0.1,MLP(16x2),45,0.23220337525434614,0.1717798478093651,0.7,26.021812722918252,0.22169317795590643,0.18755711774228978,0.18642066948895855,0.1717798478093651,0.23220337525434614
B,sigma=0.1,MLP(16x2),46,0.28507421078901696,0.3054679047605298,0.3,-7.153819321315671,0.35588606308884657,0.3054679047605298,0.3328650806589877,0.3246069103909854,0.28507421078901696
B,sigma=0.1,MLP(16x2),47,0.2871198874626731,0.2807527740318431,0.0,2.2175800802574903,0.2807527740318431,0.3328449902306023,0.3237423615723959,0.37973935054642044,0.2871198874626731
B,sigma=0.1,MLP(16x2),48,0.2131125526024665,0.2131125526024665,1.0,0.0,0.3497826510538802,0.26598163878401815,0.22146293267352957,0.24217785483196505,0.2131125526024665
B,sigma=0.1,MLP(16x2),49,0.41919702640924017,0.3485860164640031,0.5,16.844348956880058,0.4132524711721595,0.468115880656782,0.3485860164640031,0.38304611340696193,0.41919702640924017
B,sigma=0.1,MLP(16x2),50,0.27004605476875915,0.27004605476875915,1.0,0.0,0.2630840064918834,0.34100376728819265,0.26879026831661224,0.29209404527046445,0.27004605476875915
B,sigma=0.1,MLP(16x2),51,0.15423301040569484,0.15423301040569484,1.0,0.0,0.20097738955684225,0.1910542514866723,0.1717886394928008,0.19265457164924327,0.15423301040569484
B,sigma=0.1,MLP(16x2),52,0.3328910687066876,0.30367718672954447,0.0,8.775808281862819,0.30367718672954447,0.3413127128483851,0.38506032176711186,0.3679098726081518,0.3328910687066876
B,sigma=0.1,MLP(16x2),53,0.27142265798903303,0.22112915104888076,0.5,18.529590459682407,0.3493938146643795,0.2784620309026263,0.22112915104888076,0.2772748465504642,0.27142265798903303
B,sigma=0.1,MLP(16x2),54,0.15617434962584714,0.15617434962584714,1.0,0.0,0.35482516042606277,0.20807931944203048,0.224925509500093,0.17586812060300416,0.15617434962584714
B,sigma=0.1,MLP(16x2),55,0.3077906654145888,0.17027366576479222,0.3,44.67874276322303,0.17988393243869188,0.17027366576479222,0.23470482715078456,0.2520984880558834,0.3077906654145888
B,sigma=0.1,MLP(16x2),56,1.296846876015098,0.27074581738584186,0.5,79.1227613380402,0.36170236888651486,0.36495463437581177,0.27074581738584186,0.3081937615601247,1.296846876015098
B,sigma=0.1,MLP(16x2),57,0.21904847117860246,0.13304849964946466,0.7,39.260703837105176,0.25955408245940986,0.22458023328600119,0.23020013382139495,0.13304849964946466,0.21904847117860246
B,sigma=0.1,MLP(16x2),58,0.2042263750232827,0.2042263750232827,1.0,0.0,0.2960346256317846,0.27463460363681824,0.3640142942280075,0.3110500711079708,0.2042263750232827
B,sigma=0.1,MLP(16x2),59,0.3495538686115401,0.2679395441508804,0.3,23.348139382590514,0.3854960854582454,0.2679395441508804,0.48194635070361835,0.3896185713289393,0.3495538686115401
B,sigma=0.1,MLP(16x2),60,0.34775840796576735,0.2119168305875314,0.5,39.06205407738349,0.3386468445932456,0.31564147522368263,0.2119168305875314,0.3193734541583336,0.34775840796576735
B,sigma=0.1,MLP(16x2),61,0.4072506363975489,0.20868726898532353,0.7,48.75704287872304,0.22693421700547323,0.2555200120758594,0.23261962581750484,0.20868726898532353,0.4072506363975489
B,sigma=0.2,"RF(50,d5)",42,3.218773470897983,3.233902981702678,0.7,-0.4700396266306388,3.362567821158345,3.2937497311404016,3.2684993609588435,3.233902981702678,3.218773470897983
B,sigma=0.2,"RF(50,d5)",43,2.6481415578000886,2.6481415578000886,1.0,0.0,2.6520695163696972,2.630868448589476,2.6541804230622534,2.6436806201880625,2.6481415578000886
B,sigma=0.2,"RF(50,d5)",44,3.2203954292587014,3.2203954292587014,1.0,0.0,3.226520418822287,3.2114224089206043,3.2030944736776163,3.225215037770688,3.2203954292587014
B,sigma=0.2,"RF(50,d5)",45,2.8578283879326567,2.8578283879326567,1.0,0.0,2.916740023654958,2.9259291916926005,2.888817247032497,2.885950993109931,2.8578283879326567
B,sigma=0.2,"RF(50,d5)",46,3.105136154516425,3.105136154516425,1.0,0.0,3.257243060308285,3.2582879973986647,3.150220854311326,3.101829194665985,3.105136154516425
B,sigma=0.2,"RF(50,d5)",47,2.876311447426334,2.876311447426334,1.0,0.0,3.0231318656182578,2.945889797243452,2.9248234588712845,2.910822212360077,2.876311447426334
B,sigma=0.2,"RF(50,d5)",48,2.960807824456329,2.968480420602071,0.7,-0.25913860678042716,3.001220649353538,2.964568396088172,2.964986529058464,2.968480420602071,2.960807824456329
B,sigma=0.2,"RF(50,d5)",49,3.1084073121850135,3.1084073121850135,1.0,0.0,3.1740208819989406,3.1811462508716266,3.136484481767623,3.140119538899334,3.1084073121850135
B,sigma=0.2,"RF(50,d5)",50,3.0625072550952144,3.0625072550952144,1.0,0.0,3.0653357306673743,3.065459165310568,3.073309728364556,3.0800952406319406,3.0625072550952144
B,sigma=0.2,"RF(50,d5)",51,3.2836161621297055,3.241511137135256,0.5,1.2822760918298304,3.2788558719314924,3.2176654057856866,3.241511137135256,3.2742161833678094,3.2836161621297055
B,sigma=0.2,"RF(50,d5)",52,2.9143859141253783,2.9143859141253783,1.0,0.0,2.9696950438125507,2.981218524637633,2.9662353565480233,2.933605406943336,2.9143859141253783
