experiment,condition,model,seed,base_test_acc,best_test_acc,best_val_acc,best_alpha,delta_pp,test_acc_a0.0,test_acc_a0.3,test_acc_a0.5,test_acc_a0.7,test_acc_a1.0
B,eta=0.1,"RF(50,d5)",50,0.66875,0.66875,0.6479166666666667,1.0,0.0,0.6675,0.665625,0.664375,0.66375,0.66875
B,eta=0.1,"RF(50,d5)",51,0.656875,0.665,0.6697916666666667,0.5,0.8125000000000049,0.6625,0.660625,0.665,0.658125,0.656875
B,eta=0.1,"RF(50,d5)",52,0.655,0.65625,0.6541666666666667,0.7,0.12499999999999734,0.658125,0.65875,0.655625,0.65625,0.655
B,eta=0.1,"RF(50,d5)",53,0.67,0.67,0.659375,1.0,0.0,0.6725,0.665625,0.66625,0.671875,0.67
B,eta=0.1,"RF(50,d5)",54,0.664375,0.661875,0.6739583333333333,0.0,-0.2500000000000058,0.661875,0.660625,0.663125,0.665,0.664375
B,eta=0.1,"RF(50,d5)",55,0.675,0.675,0.6895833333333333,1.0,0.0,0.67375,0.67375,0.669375,0.675,0.675
B,eta=0.1,"RF(50,d5)",56,0.65375,0.655625,0.6552083333333333,0.0,0.187499999999996,0.655625,0.65375,0.650625,0.656875,0.65375
B,eta=0.1,"RF(50,d5)",57,0.640625,0.644375,0.6583333333333333,0.0,0.3750000000000031,0.644375,0.645,0.644375,0.643125,0.640625
B,eta=0.1,"RF(50,d5)",58,0.658125,0.659375,0.6510416666666666,0.0,0.12500000000000844,0.659375,0.663125,0.664375,0.666875,0.658125
B,eta=0.1,"RF(50,d5)",59,0.639375,0.639375,0.659375,0.7,0.0,0.63375,0.63125,0.635625,0.639375,0.639375
B,eta=0.1,"RF(50,d5)",60,0.65625,0.654375,0.6510416666666666,0.3,-0.187499999999996,0.655625,0.654375,0.654375,0.655625,0.65625
B,eta=0.1,"RF(50,d5)",61,0.650625,0.64875,0.6479166666666667,0.0,-0.187499999999996,0.64875,0.65125,0.651875,0.65,0.650625
B,eta=0.1,"RF(20,d3)",42,0.58125,0.593125,0.6020833333333333,0.3,1.187499999999997,0.595625,0.593125,0.594375,0.594375,0.58125
B,eta=0.1,"RF(20,d3)",43,0.555,0.551875,0.5760416666666667,0.0,-0.31250000000000444,0.551875,0.5425,0.550625,0.550625,0.555
B,eta=0.1,"RF(20,d3)",44,0.574375,0.588125,0.5677083333333334,0.7,1.375000000000004,0.59125,0.589375,0.588125,0.588125,0.574375
B,eta=0.1,"RF(20,d3)",45,0.555625,0.5575,0.5770833333333333,0.0,0.187499999999996,0.5575,0.55375,0.555,0.55875,0.555625
B,eta=0.1,"RF(20,d3)",46,0.5975,0.59875,0.5916666666666667,0.5,0.12499999999999734,0.598125,0.599375,0.59875,0.591875,0.5975
B,eta=0.1,"RF(20,d3)",47,0.5025,0.503125,0.5072916666666667,0.3,0.06250000000000977,0.503125,0.503125,0.500625,0.50125,0.5025
B,eta=0.1,"RF(20,d3)",48,0.58625,0.59375,0.621875,0.5,0.7499999999999951,0.57375,0.591875,0.59375,0.579375,0.58625
B,eta=0.1,"RF(20,d3)",49,0.580625,0.580625,0.5979166666666667,1.0,0.0,0.5825,0.585,0.585625,0.585625,0.580625
B,eta=0.1,"RF(20,d3)",50,0.593125,0.598125,0.5854166666666667,0.7,0.5000000000000004,0.595,0.593125,0.596875,0.598125,0.593125
B,eta=0.1,"RF(20,d3)",51,0.585,0.585,0.5854166666666667,1.0,0.0,0.586875,0.5875,0.586875,0.58625,0.585
B,eta=0.1,"RF(20,d3)",52,0.575,0.581875,0.565625,0.0,0.6875000000000075,0.581875,0.57125,0.575625,0.575625,0.575
B,eta=0.1,"RF(20,d3)",53,0.561875,0.58875,0.578125,0.3,2.6874999999999982,0.59125,0.58875,0.58875,0.573125,0.561875
B,eta=0.1,"RF(20,d3)",54,0.55875,0.561875,0.5625,0.0,0.31250000000000444,0.561875,0.560625,0.560625,0.558125,0.55875
B,eta=0.1,"RF(20,d3)",55,0.525,0.548125,0.55,0.5,2.312499999999995,0.541875,0.53625,0.548125,0.538125,0.525
B,eta=0.1,"RF(20,d3)",56,0.601875,0.601875,0.6020833333333333,1.0,0.0,0.61,0.604375,0.604375,0.605,0.601875
B,eta=0.1,"RF(20,d3)",57,0.564375,0.56375,0.5864583333333333,0.3,-0.06249999999999867,0.56125,0.56375,0.560625,0.55875,0.564375
B,eta=0.1,"RF(20,d3)",58,0.575,0.574375,0.5770833333333333,0.5,-0.06249999999999867,0.555,0.55875,0.574375,0.574375,0.575
B,eta=0.1,"RF(20,d3)",59,0.516875,0.556875,0.58125,0.0,4.0000000000000036,0.556875,0.51625,0.53375,0.52,0.516875
B,eta=0.1,"RF(20,d3)",60,0.548125,0.555,0.5510416666666667,0.7,0.6875000000000075,0.54625,0.548125,0.548125,0.555,0.548125
B,eta=0.1,"RF(20,d3)",61,0.576875,0.595,0.6,0.5,1.8124999999999947,0.570625,0.595625,0.595,0.595625,0.576875
B,eta=0.1,XGB(sm),42,0.745625,0.745625,0.7479166666666667,1.0,0.0,0.743125,0.7425,0.743125,0.74125,0.745625
B,eta=0.1,XGB(sm),43,0.76,0.755625,0.7291666666666666,0.0,-0.4375000000000018,0.755625,0.755,0.76,0.758125,0.76
B,eta=0.1,XGB(sm),44,0.74375,0.744375,0.7052083333333333,0.5,0.06249999999999867,0.748125,0.74625,0.744375,0.74375,0.74375
B,eta=0.1,XGB(sm),45,0.735625,0.735,0.746875,0.7,-0.06249999999999867,0.7325,0.73125,0.733125,0.735,0.735625
B,eta=0.1,XGB(sm),46,0.741875,0.743125,0.7322916666666667,0.3,0.12500000000000844,0.740625,0.743125,0.738125,0.7425,0.741875
B,eta=0.1,XGB(sm),47,0.738125,0.74125,0.746875,0.3,0.31249999999999334,0.739375,0.74125,0.740625,0.73875,0.738125
B,eta=0.1,XGB(sm),48,0.72625,0.720625,0.7333333333333333,0.3,-0.5624999999999991,0.72125,0.720625,0.718125,0.72,0.72625
B,eta=0.1,XGB(sm),49,0.74125,0.739375,0.7395833333333334,0.0,-0.187499999999996,0.739375,0.744375,0.739375,0.74125,0.74125
B,eta=0.1,XGB(sm),50,0.740625,0.739375,0.7364583333333333,0.0,-0.12499999999999734,0.739375,0.730625,0.7375,0.735,0.740625
B,eta=0.1,XGB(sm),51,0.730625,0.728125,0.7302083333333333,0.0,-0.24999999999999467,0.728125,0.731875,0.730625,0.73375,0.730625
B,eta=0.1,XGB(sm),52,0.739375,0.74,0.7385416666666667,0.5,0.06249999999999867,0.741875,0.741875,0.74,0.740625,0.739375
B,eta=0.1,XGB(sm),53,0.73625,0.73875,0.7375,0.7,0.2500000000000058,0.734375,0.74125,0.73875,0.73875,0.73625
B,eta=0.1,XGB(sm),54,0.736875,0.735625,0.7447916666666666,0.3,-0.12499999999999734,0.734375,0.735625,0.736875,0.736875,0.736875
B,eta=0.1,XGB(sm),55,0.74875,0.751875,0.75625,0.0,0.31249999999999334,0.751875,0.74875,0.7475,0.74875,0.74875
B,eta=0.1,XGB(sm),56,0.719375,0.7275,0.73125,0.5,0.8125000000000049,0.73,0.723125,0.7275,0.725,0.719375
B,eta=0.1,XGB(sm),57,0.733125,0.736875,0.7489583333333333,0.5,0.374999999999992,0.731875,0.733125,0.736875,0.734375,0.733125
B,eta=0.1,XGB(sm),58,0.744375,0.7525,0.7375,0.0,0.8124999999999938,0.7525,0.75125,0.74875,0.746875,0.744375
B,eta=0.1,XGB(sm),59,0.714375,0.723125,0.740625,0.0,0.8750000000000036,0.723125,0.720625,0.716875,0.715,0.714375
B,eta=0.1,XGB(sm),60,0.738125,0.73875,0.7375,0.0,0.06249999999999867,0.73875,0.740625,0.735625,0.7325,0.738125
B,eta=0.1,XGB(sm),61,0.740625,0.743125,0.7114583333333333,0.5,0.2500000000000058,0.744375,0.746875,0.743125,0.74125,0.740625
B,eta=0.1,GB(sm),42,0.761875,0.76,0.7635416666666667,0.7,-0.187499999999996,0.75375,0.76375,0.76375,0.76,0.761875
B,eta=0.1,GB(sm),43,0.7725,0.771875,0.7375,0.0,-0.06249999999999867,0.771875,0.770625,0.77125,0.77375,0.7725
B,eta=0.1,GB(sm),44,0.76125,0.76125,0.721875,0.0,0.0,0.76125,0.76,0.76625,0.768125,0.76125
B,eta=0.1,GB(sm),45,0.7475,0.7475,0.7489583333333333,1.0,0.0,0.751875,0.75125,0.7475,0.74875,0.7475
B,eta=0.1,GB(sm),46,0.74625,0.751875,0.75625,0.0,0.5624999999999991,0.751875,0.749375,0.75375,0.745625,0.74625
B,eta=0.1,GB(sm),47,0.755625,0.745625,0.7604166666666666,0.3,-1.0000000000000009,0.744375,0.745625,0.746875,0.746875,0.755625
B,eta=0.1,GB(sm),48,0.746875,0.7475,0.75625,0.5,0.06250000000000977,0.74875,0.745625,0.7475,0.74625,0.746875
B,eta=0.1,GB(sm),49,0.754375,0.753125,0.7510416666666667,0.0,-0.12499999999999734,0.753125,0.750625,0.753125,0.751875,0.754375
B,eta=0.1,GB(sm),50,0.75,0.75,0.7614583333333333,0.0,0.0,0.75,0.749375,0.74875,0.75,0.75
B,eta=0.1,GB(sm),51,0.745625,0.751875,0.75,0.5,0.6249999999999978,0.748125,0.749375,0.751875,0.748125,0.745625
B,eta=0.1,GB(sm),52,0.75375,0.75625,0.7510416666666667,0.7,0.24999999999999467,0.75,0.76,0.75375,0.75625,0.75375
B,eta=0.1,GB(sm),53,0.748125,0.74375,0.7604166666666666,0.5,-0.4375000000000018,0.75125,0.748125,0.74375,0.75,0.748125
B,eta=0.1,GB(sm),54,0.755625,0.759375,0.759375,0.7,0.3750000000000031,0.75875,0.756875,0.755,0.759375,0.755625
B,eta=0.1,GB(sm),55,0.76,0.76,0.775,1.0,0.0,0.7625,0.76,0.760625,0.764375,0.76
B,eta=0.1,GB(sm),56,0.74375,0.7475,0.7416666666666667,0.7,0.3750000000000031,0.7475,0.75,0.746875,0.7475,0.74375
B,eta=0.1,GB(sm),57,0.75125,0.75125,0.7572916666666667,1.0,0.0,0.755625,0.751875,0.7475,0.7475,0.75125
B,eta=0.1,GB(sm),58,0.768125,0.766875,0.75625,0.0,-0.12499999999999734,0.766875,0.765625,0.764375,0.771875,0.768125
B,eta=0.1,GB(sm),59,0.7275,0.728125,0.7510416666666667,0.7,0.06249999999999867,0.725625,0.72875,0.7275,0.728125,0.7275
B,eta=0.1,GB(sm),60,0.750625,0.748125,0.75,0.0,-0.24999999999999467,0.748125,0.74625,0.748125,0.753125,0.750625
B,eta=0.1,GB(sm),61,0.753125,0.753125,0.7229166666666667,1.0,0.0,0.758125,0.7575,0.756875,0.750625,0.753125
B,eta=0.1,DT(d5),42,0.58125,0.58125,0.5864583333333333,0.0,0.0,0.58125,0.58125,0.58125,0.58125,0.58125
B,eta=0.1,DT(d5),43,0.58375,0.601875,0.5802083333333333,0.3,1.8125000000000058,0.5825,0.601875,0.5825,0.58375,0.58375
B,eta=0.1,DT(d5),44,0.62,0.620625,0.6072916666666667,0.0,0.06249999999999867,0.620625,0.620625,0.620625,0.62,0.62
B,eta=0.1,DT(d5),45,0.570625,0.570625,0.5739583333333333,0.7,0.0,0.559375,0.57,0.57,0.570625,0.570625
B,eta=0.1,DT(d5),46,0.570625,0.5725,0.5604166666666667,0.0,0.187499999999996,0.5725,0.5725,0.5725,0.574375,0.570625
B,eta=0.1,DT(d5),47,0.603125,0.6025,0.5989583333333334,0.5,-0.06249999999999867,0.603125,0.603125,0.6025,0.603125,0.603125
B,eta=0.1,DT(d5),48,0.59875,0.599375,0.59375,0.0,0.06249999999999867,0.599375,0.599375,0.599375,0.59875,0.59875
B,eta=0.1,DT(d5),49,0.61125,0.61125,0.63125,0.0,0.0,0.61125,0.61125,0.61125,0.61125,0.61125
B,eta=0.1,DT(d5),50,0.556875,0.55625,0.5635416666666667,0.0,-0.06249999999999867,0.55625,0.55625,0.556875,0.556875,0.556875
B,eta=0.1,DT(d5),51,0.56875,0.605625,0.6260416666666667,0.0,3.687499999999999,0.605625,0.605625,0.605625,0.56875,0.56875
B,eta=0.1,DT(d5),52,0.576875,0.576875,0.5822916666666667,0.0,0.0,0.576875,0.576875,0.575625,0.575625,0.576875
B,eta=0.1,DT(d5),53,0.590625,0.593125,0.5875,0.7,0.2500000000000058,0.590625,0.590625,0.590625,0.593125,0.590625
B,eta=0.1,DT(d5),54,0.61625,0.61625,0.6260416666666667,0.0,0.0,0.61625,0.61625,0.61625,0.61625,0.61625
B,eta=0.1,DT(d5),55,0.574375,0.575625,0.5760416666666667,0.5,0.12500000000000844,0.573125,0.573125,0.575625,0.574375,0.574375
B,eta=0.1,DT(d5),56,0.5925,0.5925,0.578125,1.0,0.0,0.593125,0.593125,0.593125,0.593125,0.5925
B,eta=0.1,DT(d5),57,0.5975,0.5975,0.6114583333333333,1.0,0.0,0.59625,0.59625,0.59875,0.59625,0.5975
B,eta=0.1,DT(d5),58,0.61125,0.61375,0.6177083333333333,0.3,0.2500000000000058,0.616875,0.61375,0.61875,0.61375,0.61125
B,eta=0.1,DT(d5),59,0.55625,0.560625,0.5666666666666667,0.0,0.4375000000000018,0.560625,0.560625,0.560625,0.560625,0.55625
B,eta=0.1,DT(d5),60,0.611875,0.609375,0.6197916666666666,0.5,-0.24999999999999467,0.611875,0.611875,0.609375,0.611875,0.611875
B,eta=0.1,DT(d5),61,0.57625,0.57625,0.5677083333333334,0.0,0.0,0.57625,0.5775,0.5775,0.5775,0.57625
B,eta=0.1,DT(d3),42,0.511875,0.511875,0.5239583333333333,0.0,0.0,0.511875,0.511875,0.511875,0.511875,0.511875
B,eta=0.1,DT(d3),43,0.5225,0.5225,0.5145833333333333,0.0,0.0,0.5225,0.5025,0.5225,0.5225,0.5225
B,eta=0.1,DT(d3),44,0.528125,0.528125,0.5197916666666667,0.0,0.0,0.528125,0.528125,0.528125,0.528125,0.528125
B,eta=0.1,DT(d3),45,0.513125,0.51375,0.5322916666666667,0.0,0.06249999999999867,0.51375,0.513125,0.513125,0.513125,0.513125
B,eta=0.1,DT(d3),46,0.515,0.515,0.5302083333333333,1.0,0.0,0.519375,0.519375,0.519375,0.519375,0.515
B,eta=0.1,DT(d3),47,0.533125,0.53125,0.5229166666666667,0.0,-0.187499999999996,0.53125,0.53125,0.533125,0.533125,0.533125
B,eta=0.1,DT(d3),48,0.534375,0.534375,0.5395833333333333,0.0,0.0,0.534375,0.534375,0.534375,0.534375,0.534375
B,eta=0.1,DT(d3),49,0.525625,0.525625,0.5489583333333333,0.0,0.0,0.525625,0.525625,0.525625,0.525625,0.525625
B,eta=0.1,DT(d3),50,0.5,0.5,0.5125,0.5,0.0,0.498125,0.498125,0.5,0.5,0.5
B,eta=0.1,DT(d3),51,0.50875,0.510625,0.5208333333333334,0.0,0.187499999999996,0.510625,0.510625,0.510625,0.50875,0.50875
B,eta=0.1,DT(d3),52,0.51625,0.51625,0.5229166666666667,1.0,0.0,0.514375,0.514375,0.514375,0.514375,0.51625
B,eta=0.1,DT(d3),53,0.529375,0.529375,0.51875,0.0,0.0,0.529375,0.529375,0.529375,0.5275,0.529375
B,eta=0.1,DT(d3),54,0.53,0.525625,0.51875,0.0,-0.4375000000000018,0.525625,0.53,0.53,0.53,0.53
B,eta=0.1,DT(d3),55,0.53,0.52625,0.534375,0.0,-0.3750000000000031,0.52625,0.52625,0.530625,0.53,0.53
B,eta=0.1,DT(d3),56,0.540625,0.540625,0.5375,0.0,0.0,0.540625,0.540625,0.540625,0.540625,0.540625
B,eta=0.1,DT(d3),57,0.516875,0.516875,0.5416666666666666,0.0,0.0,0.516875,0.516875,0.516875,0.516875,0.516875
B,eta=0.1,DT(d3),58,0.526875,0.538125,0.525,0.5,1.1249999999999982,0.53375,0.526875,0.538125,0.526875,0.526875
B,eta=0.1,DT(d3),59,0.52125,0.52125,0.5354166666666667,0.0,0.0,0.52125,0.52125,0.52125,0.52125,0.52125
B,eta=0.1,DT(d3),60,0.528125,0.528125,0.51875,0.0,0.0,0.528125,0.528125,0.526875,0.528125,0.528125
B,eta=0.1,DT(d3),61,0.520625,0.520625,0.5072916666666667,0.0,0.0,0.520625,0.520625,0.520625,0.520625,0.520625
B,eta=0.1,KNN(k5),42,0.696875,0.69875,0.715625,0.0,0.187499999999996,0.69875,0.6975,0.696875,0.696875,0.696875
B,eta=0.1,KNN(k5),43,0.714375,0.715,0.690625,0.7,0.06249999999999867,0.715,0.715,0.715625,0.715,0.714375
B,eta=0.1,KNN(k5),44,0.70125,0.708125,0.659375,0.0,0.6874999999999964,0.708125,0.704375,0.703125,0.7025,0.70125
B,eta=0.1,KNN(k5),45,0.684375,0.686875,0.7083333333333334,0.0,0.2500000000000058,0.686875,0.68625,0.685625,0.685625,0.684375
B,eta=0.1,KNN(k5),46,0.70375,0.703125,0.6770833333333334,0.0,-0.06249999999999867,0.703125,0.7025,0.70375,0.703125,0.70375
B,eta=0.1,KNN(k5),47,0.689375,0.686875,0.69375,0.0,-0.24999999999999467,0.686875,0.6875,0.688125,0.688125,0.689375
B,eta=0.1,KNN(k5),48,0.6925,0.6925,0.7104166666666667,0.3,0.0,0.69375,0.6925,0.691875,0.691875,0.6925
B,eta=0.1,KNN(k5),49,0.698125,0.6975,0.7041666666666667,0.0,-0.06249999999999867,0.6975,0.6975,0.6975,0.6975,0.698125
B,eta=0.1,KNN(k5),50,0.700625,0.7025,0.6927083333333334,0.0,0.187499999999996,0.7025,0.701875,0.701875,0.70125,0.700625
B,eta=0.1,KNN(k5),51,0.68375,0.689375,0.6916666666666667,0.0,0.5624999999999991,0.689375,0.688125,0.68625,0.684375,0.68375
B,eta=0.1,KNN(k5),52,0.696875,0.7,0.7135416666666666,0.0,0.31249999999999334,0.7,0.69875,0.698125,0.69875,0.696875
B,eta=0.1,KNN(k5),53,0.70375,0.70625,0.7041666666666667,0.0,0.2500000000000058,0.70625,0.70625,0.704375,0.705625,0.70375
B,eta=0.1,KNN(k5),54,0.69375,0.695,0.7291666666666666,0.0,0.12499999999999734,0.695,0.695625,0.695,0.695,0.69375
B,eta=0.1,KNN(k5),55,0.708125,0.711875,0.7072916666666667,0.0,0.3750000000000031,0.711875,0.710625,0.709375,0.70875,0.708125
B,eta=0.1,KNN(k5),56,0.705625,0.706875,0.6979166666666666,0.0,0.12500000000000844,0.706875,0.70625,0.70625,0.70625,0.705625
B,eta=0.1,KNN(k5),57,0.698125,0.70125,0.7114583333333333,0.0,0.31250000000000444,0.70125,0.70125,0.699375,0.7,0.698125
B,eta=0.1,KNN(k5),58,0.7175,0.719375,0.7072916666666667,0.7,0.187499999999996,0.7225,0.720625,0.719375,0.719375,0.7175
B,eta=0.1,KNN(k5),59,0.68375,0.68375,0.69375,0.0,0.0,0.68375,0.68375,0.683125,0.683125,0.68375
B,eta=0.1,KNN(k5),60,0.715,0.716875,0.6864583333333333,0.0,0.1875000000000071,0.716875,0.71625,0.715625,0.71625,0.715
B,eta=0.1,KNN(k5),61,0.711875,0.715625,0.6770833333333334,0.0,0.374999999999992,0.715625,0.71625,0.715625,0.715625,0.711875
B,eta=0.1,KNN(k10),42,0.723125,0.72375,0.721875,0.7,0.06249999999999867,0.721875,0.723125,0.724375,0.72375,0.723125
B,eta=0.1,KNN(k10),43,0.739375,0.739375,0.7114583333333333,1.0,0.0,0.7425,0.741875,0.74,0.74,0.739375
B,eta=0.1,KNN(k10),44,0.72125,0.7225,0.6864583333333333,0.0,0.12500000000000844,0.7225,0.720625,0.721875,0.721875,0.72125
B,eta=0.1,KNN(k10),45,0.724375,0.7275,0.734375,0.0,0.31250000000000444,0.7275,0.726875,0.726875,0.72625,0.724375
B,eta=0.1,KNN(k10),46,0.731875,0.72875,0.725,0.0,-0.31250000000000444,0.72875,0.73,0.730625,0.73,0.731875
B,eta=0.1,KNN(k10),47,0.718125,0.718125,0.7166666666666667,0.0,0.0,0.718125,0.7175,0.716875,0.71625,0.718125
B,eta=0.1,KNN(k10),48,0.71125,0.713125,0.7260416666666667,0.0,0.187499999999996,0.713125,0.711875,0.71125,0.71125,0.71125
B,eta=0.1,KNN(k10),49,0.724375,0.725625,0.7229166666666667,0.0,0.12499999999999734,0.725625,0.725,0.72375,0.72375,0.724375
B,eta=0.1,KNN(k10),50,0.71625,0.718125,0.6947916666666667,0.0,0.187499999999996,0.718125,0.718125,0.718125,0.718125,0.71625
B,eta=0.1,KNN(k10),51,0.721875,0.72625,0.703125,0.0,0.4374999999999907,0.72625,0.724375,0.724375,0.7225,0.721875
B,eta=0.1,KNN(k10),52,0.72375,0.7225,0.7354166666666667,0.5,-0.12499999999999734,0.723125,0.72375,0.7225,0.723125,0.72375
B,eta=0.1,KNN(k10),53,0.7225,0.723125,0.7239583333333334,0.3,0.06249999999999867,0.7225,0.723125,0.724375,0.723125,0.7225
B,eta=0.1,KNN(k10),54,0.72875,0.726875,0.7510416666666667,0.0,-0.187499999999996,0.726875,0.72875,0.72875,0.72875,0.72875
B,eta=0.1,KNN(k10),55,0.741875,0.74375,0.73125,0.0,0.1875000000000071,0.74375,0.74375,0.741875,0.741875,0.741875
B,eta=0.1,KNN(k10),56,0.7225,0.72,0.7229166666666667,0.0,-0.2500000000000058,0.72,0.72,0.72125,0.7225,0.7225
B,eta=0.1,KNN(k10),57,0.72875,0.73125,0.7427083333333333,0.0,0.24999999999999467,0.73125,0.730625,0.73,0.72875,0.72875
B,eta=0.1,KNN(k10),58,0.738125,0.740625,0.7166666666666667,0.0,0.24999999999999467,0.740625,0.73875,0.738125,0.738125,0.738125
B,eta=0.1,KNN(k10),59,0.705625,0.70625,0.709375,0.0,0.06250000000000977,0.70625,0.70625,0.705625,0.70625,0.705625
B,eta=0.1,KNN(k10),60,0.730625,0.73375,0.7104166666666667,0.0,0.31250000000000444,0.73375,0.731875,0.73125,0.73125,0.730625
B,eta=0.1,KNN(k10),61,0.74,0.740625,0.7072916666666667,0.7,0.06249999999999867,0.741875,0.74125,0.74125,0.740625,0.74
B,eta=0.1,SVM(rbf),42,0.74625,0.7475,0.7427083333333333,0.7,0.12500000000000844,0.74625,0.745625,0.745625,0.7475,0.74625
B,eta=0.1,SVM(rbf),43,0.754375,0.75,0.73125,0.3,-0.4375000000000018,0.7525,0.75,0.75,0.7525,0.754375
B,eta=0.1,SVM(rbf),44,0.748125,0.750625,0.70625,0.0,0.24999999999999467,0.750625,0.74875,0.74875,0.74625,0.748125
B,eta=0.1,SVM(rbf),45,0.7375,0.73875,0.7541666666666667,0.3,0.12499999999999734,0.736875,0.73875,0.738125,0.7375,0.7375
B,eta=0.1,SVM(rbf),46,0.75125,0.7525,0.7197916666666667,0.3,0.12499999999999734,0.75125,0.7525,0.751875,0.75125,0.75125
B,eta=0.1,SVM(rbf),47,0.750625,0.750625,0.725,1.0,0.0,0.750625,0.748125,0.745,0.74625,0.750625
B,eta=0.1,SVM(rbf),48,0.726875,0.72375,0.7729166666666667,0.0,-0.31250000000000444,0.72375,0.724375,0.725,0.725,0.726875
B,eta=0.1,SVM(rbf),49,0.741875,0.73875,0.728125,0.0,-0.31249999999999334,0.73875,0.738125,0.74125,0.738125,0.741875
B,eta=0.1,SVM(rbf),50,0.735,0.731875,0.753125,0.0,-0.31249999999999334,0.731875,0.7325,0.733125,0.733125,0.735
B,eta=0.1,SVM(rbf),51,0.74875,0.74875,0.7354166666666667,0.3,0.0,0.748125,0.74875,0.748125,0.74875,0.74875
B,eta=0.1,SVM(rbf),52,0.75,0.748125,0.7427083333333333,0.0,-0.187499999999996,0.748125,0.749375,0.748125,0.746875,0.75
B,eta=0.1,SVM(rbf),53,0.738125,0.738125,0.7458333333333333,1.0,0.0,0.738125,0.7375,0.7375,0.74,0.738125
B,eta=0.1,SVM(rbf),54,0.74375,0.741875,0.75,0.7,-0.1875000000000071,0.745,0.74375,0.74375,0.741875,0.74375
B,eta=0.1,SVM(rbf),55,0.7575,0.75875,0.75625,0.0,0.12500000000000844,0.75875,0.7575,0.7575,0.756875,0.7575
B,eta=0.1,SVM(rbf),56,0.734375,0.735625,0.734375,0.0,0.12499999999999734,0.735625,0.734375,0.7325,0.731875,0.734375
B,eta=0.1,SVM(rbf),57,0.76,0.76,0.7677083333333333,0.3,0.0,0.7575,0.76,0.76,0.7625,0.76
B,eta=0.1,SVM(rbf),58,0.754375,0.75375,0.7302083333333333,0.5,-0.06249999999999867,0.755,0.755625,0.75375,0.755,0.754375
B,eta=0.1,SVM(rbf),59,0.7325,0.733125,0.75,0.0,0.06249999999999867,0.733125,0.733125,0.733125,0.731875,0.7325
B,eta=0.1,SVM(rbf),60,0.74,0.74,0.7270833333333333,0.7,0.0,0.739375,0.740625,0.74125,0.74,0.74
B,eta=0.1,SVM(rbf),61,0.760625,0.76125,0.7208333333333333,0.7,0.06249999999999867,0.763125,0.760625,0.76,0.76125,0.760625
B,eta=0.1,Logistic,42,0.4375,0.43875,0.4427083333333333,0.7,0.12499999999999734,0.4375,0.4375,0.4375,0.43875,0.4375
B,eta=0.1,Logistic,43,0.43,0.429375,0.43125,0.0,-0.06249999999999867,0.429375,0.430625,0.430625,0.43,0.43
B,eta=0.1,Logistic,44,0.446875,0.446875,0.43333333333333335,1.0,0.0,0.4475,0.448125,0.448125,0.448125,0.446875
B,eta=0.1,Logistic,45,0.455625,0.45625,0.44583333333333336,0.7,0.06249999999999867,0.456875,0.455,0.455625,0.45625,0.455625
B,eta=0.1,Logistic,46,0.435625,0.4375,0.434375,0.3,0.18750000000000155,0.43625,0.4375,0.43875,0.436875,0.435625
B,eta=0.1,Logistic,47,0.435625,0.436875,0.4375,0.7,0.1250000000000029,0.435,0.435,0.43625,0.436875,0.435625
B,eta=0.1,Logistic,48,0.45625,0.455625,0.46145833333333336,0.3,-0.06249999999999867,0.45625,0.455625,0.4575,0.455,0.45625
B,eta=0.1,Logistic,49,0.448125,0.44875,0.4395833333333333,0.5,0.06249999999999867,0.445,0.44625,0.44875,0.449375,0.448125
B,eta=0.1,Logistic,50,0.4375,0.4375,0.4427083333333333,1.0,0.0,0.4375,0.436875,0.436875,0.43875,0.4375
B,eta=0.1,Logistic,51,0.45125,0.45,0.46145833333333336,0.0,-0.12499999999999734,0.45,0.45,0.45,0.450625,0.45125
B,eta=0.1,Logistic,52,0.4425,0.439375,0.44583333333333336,0.5,-0.3124999999999989,0.438125,0.43875,0.439375,0.44,0.4425
B,eta=0.1,Logistic,53,0.464375,0.465625,0.4270833333333333,0.0,0.1250000000000029,0.465625,0.465,0.465625,0.46625,0.464375
B,eta=0.1,Logistic,54,0.45875,0.45875,0.459375,0.0,0.0,0.45875,0.4575,0.458125,0.458125,0.45875
B,eta=0.1,Logistic,55,0.443125,0.443125,0.4395833333333333,1.0,0.0,0.4425,0.4425,0.4425,0.443125,0.443125
B,eta=0.1,Logistic,56,0.4575,0.45875,0.45625,0.7,0.12499999999999734,0.45875,0.46,0.459375,0.45875,0.4575
B,eta=0.1,Logistic,57,0.454375,0.45375,0.478125,0.7,-0.06249999999999867,0.4525,0.4525,0.45375,0.45375,0.454375
B,eta=0.1,Logistic,58,0.4275,0.435625,0.453125,0.0,0.8124999999999993,0.435625,0.4325,0.430625,0.429375,0.4275
B,eta=0.1,Logistic,59,0.446875,0.448125,0.45208333333333334,0.5,0.12499999999999734,0.44875,0.448125,0.448125,0.44875,0.446875
B,eta=0.1,Logistic,60,0.455625,0.454375,0.46145833333333336,0.0,-0.1250000000000029,0.454375,0.455,0.455,0.454375,0.455625
B,eta=0.1,Logistic,61,0.453125,0.454375,0.4354166666666667,0.3,0.12499999999999734,0.455,0.454375,0.454375,0.454375,0.453125
B,eta=0.1,MLP(8),42,0.65375,0.6975,0.6916666666666667,0.7,4.374999999999996,0.67875,0.6625,0.68375,0.6975,0.65375
