experiment,condition,model,seed,base_test_acc,best_test_acc,best_val_acc,best_alpha,delta_pp,test_acc_a0.0,test_acc_a0.3,test_acc_a0.5,test_acc_a0.7,test_acc_a1.0
D,teacher=xgb_only,KNN(k10),50,0.71625,0.71625,0.69375,0.0,0.0,0.71625,0.71625,0.71625,0.71625,0.71625
D,teacher=xgb_only,KNN(k10),51,0.721875,0.721875,0.7020833333333333,0.0,0.0,0.721875,0.721875,0.721875,0.721875,0.721875
D,teacher=xgb_only,KNN(k10),52,0.72375,0.72375,0.734375,0.0,0.0,0.72375,0.72375,0.72375,0.72375,0.72375
D,teacher=xgb_only,KNN(k10),53,0.7225,0.7225,0.7208333333333333,0.0,0.0,0.7225,0.7225,0.7225,0.7225,0.7225
D,teacher=xgb_only,KNN(k10),54,0.72875,0.72875,0.75,0.0,0.0,0.72875,0.72875,0.72875,0.72875,0.72875
D,teacher=xgb_only,KNN(k10),55,0.741875,0.741875,0.728125,0.0,0.0,0.741875,0.741875,0.741875,0.741875,0.741875
D,teacher=xgb_only,KNN(k10),56,0.7225,0.7225,0.7208333333333333,0.0,0.0,0.7225,0.7225,0.7225,0.7225,0.7225
D,teacher=xgb_only,KNN(k10),57,0.72875,0.72875,0.740625,0.0,0.0,0.72875,0.72875,0.72875,0.72875,0.72875
D,teacher=xgb_only,KNN(k10),58,0.738125,0.738125,0.7166666666666667,0.0,0.0,0.738125,0.738125,0.738125,0.738125,0.738125
D,teacher=xgb_only,KNN(k10),59,0.705625,0.705625,0.7083333333333334,0.0,0.0,0.705625,0.705625,0.705625,0.705625,0.705625
D,teacher=xgb_only,KNN(k10),60,0.730625,0.730625,0.7083333333333334,0.0,0.0,0.730625,0.730625,0.730625,0.730625,0.730625
D,teacher=xgb_only,KNN(k10),61,0.74,0.74,0.7052083333333333,0.0,0.0,0.74,0.74,0.74,0.74,0.74
D,teacher=xgb_only,SVM(rbf),42,0.74625,0.74625,0.7427083333333333,0.0,0.0,0.74625,0.74625,0.74625,0.74625,0.74625
D,teacher=xgb_only,SVM(rbf),43,0.754375,0.754375,0.7260416666666667,0.0,0.0,0.754375,0.754375,0.754375,0.754375,0.754375
D,teacher=xgb_only,SVM(rbf),44,0.748125,0.748125,0.703125,0.0,0.0,0.748125,0.748125,0.748125,0.748125,0.748125
D,teacher=xgb_only,SVM(rbf),45,0.7375,0.7375,0.7510416666666667,0.0,0.0,0.7375,0.7375,0.7375,0.7375,0.7375
D,teacher=xgb_only,SVM(rbf),46,0.75125,0.75125,0.7166666666666667,0.0,0.0,0.75125,0.75125,0.75125,0.75125,0.75125
D,teacher=xgb_only,SVM(rbf),47,0.750625,0.750625,0.725,0.0,0.0,0.750625,0.750625,0.750625,0.750625,0.750625
D,teacher=xgb_only,SVM(rbf),48,0.726875,0.726875,0.771875,0.0,0.0,0.726875,0.726875,0.726875,0.726875,0.726875
D,teacher=xgb_only,SVM(rbf),49,0.741875,0.741875,0.725,0.0,0.0,0.741875,0.741875,0.741875,0.741875,0.741875
D,teacher=xgb_only,SVM(rbf),50,0.735,0.735,0.75,0.0,0.0,0.735,0.735,0.735,0.735,0.735
D,teacher=xgb_only,SVM(rbf),51,0.74875,0.74875,0.7322916666666667,0.0,0.0,0.74875,0.74875,0.74875,0.74875,0.74875
D,teacher=xgb_only,SVM(rbf),52,0.75,0.75,0.7395833333333334,0.0,0.0,0.75,0.75,0.75,0.75,0.75
D,teacher=xgb_only,SVM(rbf),53,0.738125,0.738125,0.7458333333333333,0.0,0.0,0.738125,0.738125,0.738125,0.738125,0.738125
D,teacher=xgb_only,SVM(rbf),54,0.74375,0.74375,0.7479166666666667,0.0,0.0,0.74375,0.74375,0.74375,0.74375,0.74375
D,teacher=xgb_only,SVM(rbf),55,0.7575,0.7575,0.7541666666666667,0.0,0.0,0.7575,0.7575,0.7575,0.7575,0.7575
D,teacher=xgb_only,SVM(rbf),56,0.734375,0.734375,0.73125,0.0,0.0,0.734375,0.734375,0.734375,0.734375,0.734375
D,teacher=xgb_only,SVM(rbf),57,0.76,0.76,0.759375,0.0,0.0,0.76,0.76,0.76,0.76,0.76
D,teacher=xgb_only,SVM(rbf),58,0.754375,0.754375,0.728125,0.0,0.0,0.754375,0.754375,0.754375,0.754375,0.754375
D,teacher=xgb_only,SVM(rbf),59,0.7325,0.7325,0.74375,0.0,0.0,0.7325,0.7325,0.7325,0.7325,0.7325
D,teacher=xgb_only,SVM(rbf),60,0.74,0.74,0.7270833333333333,0.0,0.0,0.74,0.74,0.74,0.74,0.74
D,teacher=xgb_only,SVM(rbf),61,0.760625,0.760625,0.7166666666666667,0.0,0.0,0.760625,0.760625,0.760625,0.760625,0.760625
D,teacher=xgb_only,Logistic,42,0.4375,0.4375,0.44166666666666665,0.0,0.0,0.4375,0.4375,0.4375,0.4375,0.4375
D,teacher=xgb_only,Logistic,43,0.43,0.43,0.428125,0.0,0.0,0.43,0.43,0.43,0.43,0.43
D,teacher=xgb_only,Logistic,44,0.446875,0.446875,0.43333333333333335,0.0,0.0,0.446875,0.446875,0.446875,0.446875,0.446875
D,teacher=xgb_only,Logistic,45,0.455625,0.455625,0.44583333333333336,0.0,0.0,0.455625,0.455625,0.455625,0.455625,0.455625
D,teacher=xgb_only,Logistic,46,0.435625,0.435625,0.43333333333333335,0.0,0.0,0.435625,0.435625,0.435625,0.435625,0.435625
D,teacher=xgb_only,Logistic,47,0.435625,0.435625,0.43645833333333334,0.0,0.0,0.435625,0.435625,0.435625,0.435625,0.435625
D,teacher=xgb_only,Logistic,48,0.45625,0.45625,0.46041666666666664,0.0,0.0,0.45625,0.45625,0.45625,0.45625,0.45625
D,teacher=xgb_only,Logistic,49,0.448125,0.448125,0.43854166666666666,0.0,0.0,0.448125,0.448125,0.448125,0.448125,0.448125
D,teacher=xgb_only,Logistic,50,0.4375,0.4375,0.4427083333333333,0.0,0.0,0.4375,0.4375,0.4375,0.4375,0.4375
D,teacher=xgb_only,Logistic,51,0.45125,0.45125,0.46145833333333336,0.0,0.0,0.45125,0.45125,0.45125,0.45125,0.45125
D,teacher=xgb_only,Logistic,52,0.4425,0.4425,0.44583333333333336,0.0,0.0,0.4425,0.4425,0.4425,0.4425,0.4425
D,teacher=xgb_only,Logistic,53,0.464375,0.464375,0.425,0.0,0.0,0.464375,0.464375,0.464375,0.464375,0.464375
D,teacher=xgb_only,Logistic,54,0.45875,0.45875,0.45416666666666666,0.0,0.0,0.45875,0.45875,0.45875,0.45875,0.45875
D,teacher=xgb_only,Logistic,55,0.443125,0.443125,0.4395833333333333,0.0,0.0,0.443125,0.443125,0.443125,0.443125,0.443125
D,teacher=xgb_only,Logistic,56,0.4575,0.4575,0.45625,0.0,0.0,0.4575,0.4575,0.4575,0.4575,0.4575
D,teacher=xgb_only,Logistic,57,0.454375,0.454375,0.47708333333333336,0.0,0.0,0.454375,0.454375,0.454375,0.454375,0.454375
D,teacher=xgb_only,Logistic,58,0.4275,0.4275,0.4510416666666667,0.0,0.0,0.4275,0.4275,0.4275,0.4275,0.4275
D,teacher=xgb_only,Logistic,59,0.446875,0.446875,0.45,0.0,0.0,0.446875,0.446875,0.446875,0.446875,0.446875
D,teacher=xgb_only,Logistic,60,0.455625,0.455625,0.4583333333333333,0.0,0.0,0.455625,0.455625,0.455625,0.455625,0.455625
D,teacher=xgb_only,Logistic,61,0.453125,0.453125,0.4354166666666667,0.0,0.0,0.453125,0.453125,0.453125,0.453125,0.453125
D,teacher=xgb_only,MLP(8),42,0.691875,0.6925,0.6989583333333333,0.7,0.06249999999999867,0.693125,0.67625,0.66375,0.6925,0.691875
D,teacher=xgb_only,MLP(8),43,0.665625,0.7075,0.69375,0.0,4.1875,0.7075,0.656875,0.676875,0.671875,0.665625
D,teacher=xgb_only,MLP(8),44,0.656875,0.68375,0.65,0.7,2.6874999999999982,0.6675,0.658125,0.66625,0.68375,0.656875
D,teacher=xgb_only,MLP(8),45,0.65625,0.65875,0.6833333333333333,0.3,0.24999999999999467,0.649375,0.65875,0.664375,0.640625,0.65625
D,teacher=xgb_only,MLP(8),46,0.64875,0.68125,0.684375,0.7,3.2499999999999973,0.660625,0.658125,0.64,0.68125,0.64875
D,teacher=xgb_only,MLP(8),47,0.608125,0.663125,0.6708333333333333,0.5,5.499999999999994,0.653125,0.64875,0.663125,0.64875,0.608125
D,teacher=xgb_only,MLP(8),48,0.64625,0.670625,0.7072916666666667,0.3,2.4375000000000036,0.640625,0.670625,0.656875,0.665,0.64625
D,teacher=xgb_only,MLP(8),49,0.649375,0.711875,0.6979166666666666,0.3,6.25,0.6775,0.711875,0.675,0.65125,0.649375
D,teacher=xgb_only,MLP(8),50,0.651875,0.651875,0.66875,1.0,0.0,0.651875,0.66,0.64875,0.670625,0.651875
D,teacher=xgb_only,MLP(8),51,0.675,0.695,0.6770833333333334,0.7,1.9999999999999907,0.686875,0.665,0.675,0.695,0.675
D,teacher=xgb_only,MLP(8),52,0.671875,0.7,0.703125,0.7,2.8124999999999956,0.6725,0.703125,0.675625,0.7,0.671875
D,teacher=xgb_only,MLP(8),53,0.6375,0.694375,0.7020833333333333,0.7,5.687500000000001,0.65125,0.675,0.674375,0.694375,0.6375
D,teacher=xgb_only,MLP(8),54,0.683125,0.704375,0.6958333333333333,0.5,2.124999999999999,0.67375,0.69125,0.704375,0.6525,0.683125
D,teacher=xgb_only,MLP(8),55,0.680625,0.70625,0.7083333333333334,0.3,2.562500000000001,0.6725,0.70625,0.690625,0.701875,0.680625
D,teacher=xgb_only,MLP(8),56,0.70125,0.70125,0.70625,1.0,0.0,0.674375,0.681875,0.67375,0.694375,0.70125
D,teacher=xgb_only,MLP(8),57,0.638125,0.6625,0.659375,0.3,2.4374999999999925,0.659375,0.6625,0.65,0.626875,0.638125
D,teacher=xgb_only,MLP(8),58,0.681875,0.69125,0.6739583333333333,0.7,0.9375000000000022,0.67,0.66375,0.696875,0.69125,0.681875
D,teacher=xgb_only,MLP(8),59,0.63625,0.668125,0.6802083333333333,0.5,3.1874999999999987,0.655,0.638125,0.668125,0.663125,0.63625
D,teacher=xgb_only,MLP(8),60,0.655,0.678125,0.678125,0.5,2.312499999999995,0.68375,0.65125,0.678125,0.655625,0.655
D,teacher=xgb_only,MLP(8),61,0.695625,0.70625,0.69375,0.7,1.0624999999999996,0.678125,0.68,0.65875,0.70625,0.695625
D,teacher=xgb_only,MLP(16),42,0.71875,0.725,0.7364583333333333,0.0,0.6249999999999978,0.725,0.720625,0.72125,0.718125,0.71875
D,teacher=xgb_only,MLP(16),43,0.708125,0.706875,0.7104166666666667,0.5,-0.12499999999999734,0.709375,0.72875,0.706875,0.723125,0.708125
D,teacher=xgb_only,MLP(16),44,0.721875,0.724375,0.696875,0.5,0.24999999999999467,0.713125,0.718125,0.724375,0.7375,0.721875
D,teacher=xgb_only,MLP(16),45,0.701875,0.719375,0.74375,0.3,1.749999999999996,0.71125,0.719375,0.718125,0.70625,0.701875
D,teacher=xgb_only,MLP(16),46,0.720625,0.720625,0.7041666666666667,1.0,0.0,0.72625,0.719375,0.725625,0.72375,0.720625
D,teacher=xgb_only,MLP(16),47,0.7225,0.73875,0.7114583333333333,0.5,1.6249999999999987,0.705625,0.7075,0.73875,0.72,0.7225
D,teacher=xgb_only,MLP(16),48,0.71375,0.70125,0.7541666666666667,0.3,-1.2499999999999956,0.718125,0.70125,0.69875,0.690625,0.71375
D,teacher=xgb_only,MLP(16),49,0.738125,0.72625,0.721875,0.0,-1.187500000000008,0.72625,0.731875,0.719375,0.73375,0.738125
D,teacher=xgb_only,MLP(16),50,0.7225,0.7175,0.7427083333333333,0.0,-0.5000000000000004,0.7175,0.713125,0.71625,0.70625,0.7225
D,teacher=xgb_only,MLP(16),51,0.705625,0.744375,0.725,0.0,3.875000000000006,0.744375,0.730625,0.720625,0.708125,0.705625
D,teacher=xgb_only,MLP(16),52,0.73125,0.746875,0.7458333333333333,0.0,1.5625,0.746875,0.715625,0.7325,0.720625,0.73125
D,teacher=xgb_only,MLP(16),53,0.709375,0.72125,0.7270833333333333,0.7,1.187499999999997,0.725,0.710625,0.72,0.72125,0.709375
D,teacher=xgb_only,MLP(16),54,0.726875,0.725625,0.721875,0.0,-0.12500000000000844,0.725625,0.715625,0.70625,0.715625,0.726875
D,teacher=xgb_only,MLP(16),55,0.74,0.759375,0.7458333333333333,0.0,1.937500000000003,0.759375,0.729375,0.730625,0.7225,0.74
D,teacher=xgb_only,MLP(16),56,0.72125,0.72125,0.7354166666666667,0.3,0.0,0.7325,0.72125,0.721875,0.719375,0.72125
D,teacher=xgb_only,MLP(16),57,0.7175,0.7275,0.734375,0.0,1.0000000000000009,0.7275,0.729375,0.72,0.71375,0.7175
D,teacher=xgb_only,MLP(16),58,0.7075,0.729375,0.7291666666666666,0.3,2.187499999999998,0.716875,0.729375,0.724375,0.7225,0.7075
D,teacher=xgb_only,MLP(16),59,0.7125,0.723125,0.7385416666666667,0.5,1.0624999999999996,0.729375,0.70625,0.723125,0.7125,0.7125
D,teacher=xgb_only,MLP(16),60,0.708125,0.726875,0.721875,0.7,1.8750000000000044,0.711875,0.71625,0.71125,0.726875,0.708125
D,teacher=xgb_only,MLP(16),61,0.7425,0.74,0.715625,0.5,-0.2500000000000058,0.744375,0.731875,0.74,0.728125,0.7425
D,teacher=xgb_only,MLP(32),42,0.745625,0.744375,0.753125,0.0,-0.12499999999999734,0.744375,0.735,0.739375,0.736875,0.745625
D,teacher=xgb_only,MLP(32),43,0.73125,0.745625,0.7302083333333333,0.0,1.4375000000000027,0.745625,0.745,0.745,0.74125,0.73125
D,teacher=xgb_only,MLP(32),44,0.738125,0.74625,0.7083333333333334,0.0,0.8124999999999938,0.74625,0.746875,0.7425,0.735625,0.738125
D,teacher=xgb_only,MLP(32),45,0.728125,0.73125,0.7458333333333333,0.0,0.31249999999999334,0.73125,0.725625,0.7175,0.7275,0.728125
D,teacher=xgb_only,MLP(32),46,0.73875,0.743125,0.7333333333333333,0.0,0.4375000000000018,0.743125,0.745,0.73875,0.739375,0.73875
D,teacher=xgb_only,MLP(32),47,0.7425,0.7425,0.7302083333333333,1.0,0.0,0.748125,0.740625,0.741875,0.74375,0.7425
D,teacher=xgb_only,MLP(32),48,0.7275,0.721875,0.7697916666666667,0.7,-0.5624999999999991,0.729375,0.71375,0.724375,0.721875,0.7275
D,teacher=xgb_only,MLP(32),49,0.744375,0.759375,0.7375,0.7,1.5000000000000013,0.73375,0.74,0.73875,0.759375,0.744375
D,teacher=xgb_only,MLP(32),50,0.724375,0.744375,0.7739583333333333,0.5,2.0000000000000018,0.736875,0.7325,0.744375,0.734375,0.724375
D,teacher=xgb_only,MLP(32),51,0.7275,0.740625,0.7354166666666667,0.3,1.3124999999999942,0.734375,0.740625,0.731875,0.73375,0.7275
D,teacher=xgb_only,MLP(32),52,0.745,0.74625,0.75625,0.7,0.12499999999999734,0.739375,0.745625,0.746875,0.74625,0.745
D,teacher=xgb_only,MLP(32),53,0.743125,0.744375,0.7625,0.0,0.12499999999999734,0.744375,0.736875,0.7325,0.7375,0.743125
D,teacher=xgb_only,MLP(32),54,0.730625,0.73625,0.7520833333333333,0.5,0.5624999999999991,0.740625,0.734375,0.73625,0.738125,0.730625
D,teacher=xgb_only,MLP(32),55,0.755,0.765625,0.771875,0.5,1.0624999999999996,0.760625,0.761875,0.765625,0.746875,0.755
D,teacher=xgb_only,MLP(32),56,0.73625,0.741875,0.7572916666666667,0.0,0.5624999999999991,0.741875,0.7475,0.748125,0.748125,0.73625
D,teacher=xgb_only,MLP(32),57,0.740625,0.751875,0.7552083333333334,0.7,1.1249999999999982,0.743125,0.733125,0.741875,0.751875,0.740625
D,teacher=xgb_only,MLP(32),58,0.74875,0.751875,0.7447916666666666,0.3,0.31249999999999334,0.739375,0.751875,0.74875,0.764375,0.74875
D,teacher=xgb_only,MLP(32),59,0.73125,0.729375,0.75625,0.5,-0.187499999999996,0.73,0.73,0.729375,0.725,0.73125
D,teacher=xgb_only,MLP(32),60,0.745,0.74375,0.7395833333333334,0.7,-0.12499999999999734,0.744375,0.729375,0.738125,0.74375,0.745
D,teacher=xgb_only,MLP(32),61,0.75875,0.7525,0.71875,0.0,-0.6250000000000089,0.7525,0.7575,0.74625,0.746875,0.75875
D,teacher=xgb_only,MLP(16x2),42,0.73625,0.761875,0.7583333333333333,0.3,2.562500000000001,0.7525,0.761875,0.733125,0.72875,0.73625
D,teacher=xgb_only,MLP(16x2),43,0.7725,0.7725,0.75625,1.0,0.0,0.755,0.746875,0.7525,0.723125,0.7725
D,teacher=xgb_only,MLP(16x2),44,0.72,0.748125,0.7239583333333334,0.7,2.8125000000000067,0.745,0.74875,0.751875,0.748125,0.72
D,teacher=xgb_only,MLP(16x2),45,0.72875,0.74375,0.75625,0.0,1.5000000000000013,0.74375,0.736875,0.75,0.730625,0.72875
D,teacher=xgb_only,MLP(16x2),46,0.7325,0.773125,0.7583333333333333,0.5,4.062499999999991,0.766875,0.749375,0.773125,0.735,0.7325
D,teacher=xgb_only,MLP(16x2),47,0.751875,0.766875,0.7510416666666667,0.7,1.5000000000000013,0.75625,0.745,0.750625,0.766875,0.751875
D,teacher=xgb_only,MLP(16x2),48,0.718125,0.756875,0.796875,0.3,3.874999999999995,0.738125,0.756875,0.740625,0.745625,0.718125
D,teacher=xgb_only,MLP(16x2),49,0.759375,0.759375,0.7572916666666667,0.0,0.0,0.759375,0.771875,0.76875,0.74125,0.759375
D,teacher=xgb_only,MLP(16x2),50,0.72,0.73875,0.7572916666666667,0.3,1.8750000000000044,0.734375,0.73875,0.750625,0.7525,0.72
D,teacher=xgb_only,MLP(16x2),51,0.7375,0.745,0.7447916666666666,0.0,0.7499999999999951,0.745,0.733125,0.758125,0.74125,0.7375
D,teacher=xgb_only,MLP(16x2),52,0.77375,0.771875,0.7729166666666667,0.3,-0.1875000000000071,0.75125,0.771875,0.76125,0.75125,0.77375
D,teacher=xgb_only,MLP(16x2),53,0.721875,0.74875,0.7479166666666667,0.7,2.6874999999999982,0.755,0.73375,0.75125,0.74875,0.721875
D,teacher=xgb_only,MLP(16x2),54,0.745625,0.768125,0.7604166666666666,0.3,2.2499999999999964,0.755625,0.768125,0.749375,0.73,0.745625
D,teacher=xgb_only,MLP(16x2),55,0.765625,0.775,0.765625,0.7,0.9375000000000022,0.760625,0.758125,0.75625,0.775,0.765625
D,teacher=xgb_only,MLP(16x2),56,0.768125,0.768125,0.7729166666666667,1.0,0.0,0.759375,0.766875,0.73375,0.735625,0.768125
D,teacher=xgb_only,MLP(16x2),57,0.728125,0.75875,0.76875,0.3,3.0625000000000013,0.74875,0.75875,0.76625,0.74125,0.728125
D,teacher=xgb_only,MLP(16x2),58,0.7425,0.765,0.7604166666666666,0.3,2.2499999999999964,0.760625,0.765,0.755625,0.755625,0.7425
D,teacher=xgb_only,MLP(16x2),59,0.729375,0.735625,0.7666666666666667,0.5,0.6249999999999978,0.72875,0.735625,0.735625,0.729375,0.729375
D,teacher=xgb_only,MLP(16x2),60,0.739375,0.74875,0.7520833333333333,0.5,0.9375000000000022,0.753125,0.741875,0.74875,0.73625,0.739375
D,teacher=xgb_only,MLP(16x2),61,0.76125,0.78375,0.7385416666666667,0.5,2.2499999999999964,0.75,0.75625,0.78375,0.760625,0.76125
D,teacher=xgb_only,MLP(32x2),42,0.7725,0.781875,0.7864583333333334,0.0,0.9375000000000022,0.781875,0.779375,0.783125,0.77875,0.7725
D,teacher=xgb_only,MLP(32x2),43,0.778125,0.791875,0.7697916666666667,0.3,1.375000000000004,0.79125,0.791875,0.77375,0.7825,0.778125
D,teacher=xgb_only,MLP(32x2),44,0.76875,0.774375,0.7520833333333333,0.0,0.5624999999999991,0.774375,0.78375,0.77875,0.78,0.76875
D,teacher=xgb_only,MLP(32x2),45,0.770625,0.786875,0.7885416666666667,0.0,1.6249999999999987,0.786875,0.774375,0.773125,0.77875,0.770625
D,teacher=xgb_only,MLP(32x2),46,0.76875,0.795,0.7822916666666667,0.3,2.6249999999999996,0.774375,0.795,0.791875,0.7775,0.76875
D,teacher=xgb_only,MLP(32x2),47,0.76375,0.7825,0.7739583333333333,0.0,1.8749999999999933,0.7825,0.775625,0.78625,0.766875,0.76375
D,teacher=xgb_only,MLP(32x2),48,0.758125,0.75875,0.8125,0.3,0.06249999999999867,0.760625,0.75875,0.75375,0.75125,0.758125
D,teacher=xgb_only,MLP(32x2),49,0.780625,0.785625,0.7739583333333333,0.5,0.5000000000000004,0.78125,0.77625,0.785625,0.7825,0.780625
D,teacher=xgb_only,MLP(32x2),50,0.75125,0.77625,0.7802083333333333,0.0,2.500000000000002,0.77625,0.770625,0.77625,0.749375,0.75125
D,teacher=xgb_only,MLP(32x2),51,0.768125,0.77875,0.7833333333333333,0.3,1.0625000000000107,0.7775,0.77875,0.773125,0.78375,0.768125
D,teacher=xgb_only,MLP(32x2),52,0.779375,0.783125,0.7895833333333333,0.3,0.374999999999992,0.79,0.783125,0.7875,0.7825,0.779375
D,teacher=xgb_only,MLP(32x2),53,0.759375,0.77625,0.778125,0.5,1.6874999999999973,0.774375,0.77,0.77625,0.77125,0.759375
D,teacher=xgb_only,MLP(32x2),54,0.785,0.785,0.7822916666666667,1.0,0.0,0.771875,0.778125,0.775,0.7825,0.785
D,teacher=xgb_only,MLP(32x2),55,0.795,0.791875,0.7989583333333333,0.5,-0.31250000000000444,0.791875,0.795625,0.791875,0.7825,0.795
D,teacher=xgb_only,MLP(32x2),56,0.769375,0.774375,0.771875,0.5,0.5000000000000004,0.77375,0.765625,0.774375,0.780625,0.769375
D,teacher=xgb_only,MLP(32x2),57,0.78,0.76875,0.7833333333333333,0.3,-1.1249999999999982,0.773125,0.76875,0.78125,0.770625,0.78
D,teacher=xgb_only,MLP(32x2),58,0.77125,0.78875,0.796875,0.0,1.749999999999996,0.78875,0.7875,0.77625,0.775625,0.77125
D,teacher=xgb_only,MLP(32x2),59,0.75625,0.764375,0.8020833333333334,0.5,0.8125000000000049,0.764375,0.764375,0.764375,0.75875,0.75625
D,teacher=xgb_only,MLP(32x2),60,0.74875,0.7825,0.7791666666666667,0.5,3.3749999999999947,0.77,0.769375,0.7825,0.7725,0.74875
D,teacher=xgb_only,MLP(32x2),61,0.783125,0.7975,0.7604166666666666,0.3,1.4375000000000027,0.786875,0.7975,0.78125,0.783125,0.783125
D,teacher=gb_only,"RF(50,d5)",42,0.66625,0.66625,0.6677083333333333,0.3,0.0,0.669375,0.66625,0.664375,0.666875,0.66625
D,teacher=gb_only,"RF(50,d5)",43,0.67875,0.68125,0.65625,0.3,0.2500000000000058,0.6725,0.68125,0.67875,0.67875,0.67875
D,teacher=gb_only,"RF(50,d5)",44,0.659375,0.659375,0.6479166666666667,1.0,0.0,0.66,0.65875,0.661875,0.661875,0.659375
D,teacher=gb_only,"RF(50,d5)",45,0.64375,0.6475,0.6708333333333333,0.0,0.374999999999992,0.6475,0.645,0.645625,0.645625,0.64375
D,teacher=gb_only,"RF(50,d5)",46,0.6775,0.67875,0.6541666666666667,0.0,0.12499999999999734,0.67875,0.6775,0.6775,0.67875,0.6775
D,teacher=gb_only,"RF(50,d5)",47,0.645625,0.64625,0.6333333333333333,0.3,0.06249999999999867,0.643125,0.64625,0.645625,0.644375,0.645625
D,teacher=gb_only,"RF(50,d5)",48,0.6475,0.644375,0.6770833333333334,0.5,-0.31249999999999334,0.643125,0.645,0.644375,0.645,0.6475
D,teacher=gb_only,"RF(50,d5)",49,0.64875,0.64875,0.6666666666666666,0.0,0.0,0.64875,0.648125,0.648125,0.648125,0.64875
D,teacher=gb_only,"RF(50,d5)",50,0.66875,0.67125,0.653125,0.0,0.2500000000000058,0.67125,0.671875,0.671875,0.66875,0.66875
D,teacher=gb_only,"RF(50,d5)",51,0.656875,0.65875,0.6625,0.3,0.187499999999996,0.661875,0.65875,0.65875,0.656875,0.656875
D,teacher=gb_only,"RF(50,d5)",52,0.655,0.658125,0.6520833333333333,0.7,0.31249999999999334,0.656875,0.656875,0.656875,0.658125,0.655
D,teacher=gb_only,"RF(50,d5)",53,0.67,0.67,0.659375,1.0,0.0,0.671875,0.6725,0.670625,0.670625,0.67
D,teacher=gb_only,"RF(50,d5)",54,0.664375,0.66375,0.671875,0.3,-0.06250000000000977,0.659375,0.66375,0.664375,0.66375,0.664375
D,teacher=gb_only,"RF(50,d5)",55,0.675,0.676875,0.690625,0.5,0.187499999999996,0.671875,0.67375,0.676875,0.676875,0.675
D,teacher=gb_only,"RF(50,d5)",56,0.65375,0.6625,0.6625,0.5,0.8749999999999925,0.659375,0.6575,0.6625,0.655,0.65375
D,teacher=gb_only,"RF(50,d5)",57,0.640625,0.640625,0.6447916666666667,1.0,0.0,0.63875,0.640625,0.640625,0.64,0.640625
D,teacher=gb_only,"RF(50,d5)",58,0.658125,0.661875,0.6541666666666667,0.3,0.3750000000000031,0.6625,0.661875,0.661875,0.658125,0.658125
D,teacher=gb_only,"RF(50,d5)",59,0.639375,0.640625,0.6604166666666667,0.3,0.12499999999999734,0.64,0.640625,0.640625,0.636875,0.639375
D,teacher=gb_only,"RF(50,d5)",60,0.65625,0.656875,0.6541666666666667,0.5,0.06249999999999867,0.65625,0.655625,0.656875,0.656875,0.65625
D,teacher=gb_only,"RF(50,d5)",61,0.650625,0.65125,0.646875,0.0,0.06249999999999867,0.65125,0.653125,0.653125,0.65125,0.650625
D,teacher=gb_only,"RF(20,d3)",42,0.58125,0.595,0.6,0.5,1.374999999999993,0.5825,0.594375,0.595,0.58125,0.58125
D,teacher=gb_only,"RF(20,d3)",43,0.555,0.555,0.56875,1.0,0.0,0.55375,0.555,0.554375,0.554375,0.555
D,teacher=gb_only,"RF(20,d3)",44,0.574375,0.589375,0.5625,0.3,1.5000000000000013,0.57375,0.589375,0.57375,0.57375,0.574375
D,teacher=gb_only,"RF(20,d3)",45,0.555625,0.56125,0.5770833333333333,0.0,0.5624999999999991,0.56125,0.5575,0.555625,0.555625,0.555625
D,teacher=gb_only,"RF(20,d3)",46,0.5975,0.59875,0.5895833333333333,0.3,0.12499999999999734,0.599375,0.59875,0.59875,0.596875,0.5975
D,teacher=gb_only,"RF(20,d3)",47,0.5025,0.504375,0.50625,0.3,0.1875000000000071,0.50375,0.504375,0.5025,0.5025,0.5025
D,teacher=gb_only,"RF(20,d3)",48,0.58625,0.595625,0.6229166666666667,0.0,0.9374999999999911,0.595625,0.590625,0.59125,0.59,0.58625
D,teacher=gb_only,"RF(20,d3)",49,0.580625,0.580625,0.5979166666666667,1.0,0.0,0.583125,0.58125,0.580625,0.580625,0.580625
D,teacher=gb_only,"RF(20,d3)",50,0.593125,0.591875,0.5833333333333334,0.3,-0.12499999999999734,0.59,0.591875,0.591875,0.593125,0.593125
D,teacher=gb_only,"RF(20,d3)",51,0.585,0.585,0.5864583333333333,0.7,0.0,0.581875,0.57875,0.57875,0.585,0.585
D,teacher=gb_only,"RF(20,d3)",52,0.575,0.57625,0.565625,0.3,0.12500000000000844,0.57625,0.57625,0.57625,0.575625,0.575
D,teacher=gb_only,"RF(20,d3)",53,0.561875,0.5875,0.5739583333333333,0.0,2.562500000000001,0.5875,0.5625,0.563125,0.576875,0.561875
D,teacher=gb_only,"RF(20,d3)",54,0.55875,0.558125,0.5614583333333333,0.7,-0.06249999999999867,0.55875,0.559375,0.55,0.558125,0.55875
D,teacher=gb_only,"RF(20,d3)",55,0.525,0.5375,0.55,0.0,1.2499999999999956,0.5375,0.524375,0.525,0.525,0.525
D,teacher=gb_only,"RF(20,d3)",56,0.601875,0.601875,0.6020833333333333,1.0,0.0,0.608125,0.6025,0.60125,0.60125,0.601875
D,teacher=gb_only,"RF(20,d3)",57,0.564375,0.565,0.58125,0.0,0.06249999999999867,0.565,0.564375,0.564375,0.564375,0.564375
